Account, LUEs, InstalledMonth
625,010,2835.1000000000004
625,011,1845.1
625,012,1040.6999999999998
625,013,1112.3999999999999
625,015,582.0
625,016,111.3
625,017,1356.7999999999997
625,018,509.0
625,019,381.90000000000003
625,021,194.0
625,023,169.0
625,024,978.8999999999999
625,025,1013.4999999999998
625,026,1158.0
625,027,818.4999999999998
625,028,55.3
625,030,522.3
625,031,153.0
625,032,179.0
625,034,177.6
625,035,145.6
625,036,107.0
625,037,61.6
625,038,83.3
625,039,179.2
625,040,1.0
625,041,18.0
625,042,2.0
625,043,11.3
625,045,0
625,051,600.2
625,053,772.9
625,055,1.0
625,057,2.0
625,116,963.3
626,001,1044.8999999999985
626,002,2867.3000000000025
626,003,17.0
626,004,1090.0999999999997
626,005,2169.2
626,006,490.90000000000003
626,008,1132.9999999999995
626,010,2835.1000000000004
626,011,1846.1
626,012,1042.6999999999998
626,013,1123.3999999999999
626,015,582.0
626,016,111.3
626,017,1554.7999999999997
626,018,527.0
626,019,385.90000000000003
626,021,222.0
626,023,170.0
626,024,1031.8999999999999
626,025,1052.7999999999997
626,026,1221.0
626,027,847.4999999999998
626,028,65.3
626,030,543.3
626,031,153.0
626,032,193.0
626,034,184.6
626,035,152.6
626,036,110.0
626,037,66.6
626,038,89.3
626,039,185.2
626,040,1.0
626,041,18.0
626,042,2.0
626,043,11.3
626,045,0
626,051,602.2
626,053,776.9
626,055,1.0
626,057,2.0
626,116,998.3
627,001,1072.8999999999985
627,002,2918.900000000004
627,003,17.0
627,004,1090.0999999999997
627,005,2175.2
627,006,492.90000000000003
627,008,1133.9999999999995
627,010,2859.1000000000004
627,011,1864.1
627,012,1055.6999999999998
627,013,1136.3999999999999
627,015,583.0
627,016,111.3
627,017,1639.7999999999997
627,018,548.0
627,019,385.90000000000003
627,021,278.0
627,023,172.0
627,024,1147.1999999999998
627,025,1125.3999999999996
627,026,1308.0
627,027,898.4999999999998
627,028,93.6
627,030,574.3
627,031,153.0
627,032,203.0
627,034,188.6
627,035,159.6
627,036,117.0
627,037,76.6
627,038,95.3
627,039,191.2
627,040,1.0
627,041,23.0
627,042,2.0
627,043,15.3
627,045,0
627,051,665.2
627,053,778.9
627,055,1.0
627,057,4.0
627,116,1061.3
628,001,1093.1999999999985
628,002,2933.8000000000047
628,003,17.0
628,004,1097.0999999999997
628,005,2176.2
628,006,492.90000000000003
628,008,1153.9999999999995
628,010,2916.1000000000004
628,011,1908.1
628,012,1071.6999999999998
628,013,1151.3999999999999
628,015,584.0
628,016,111.3
628,017,1680.7999999999997
628,018,562.0
628,019,387.90000000000003
628,021,278.0
628,023,172.0
628,024,1181.1999999999998
628,025,1167.6999999999996
628,026,1370.3
628,027,970.4999999999998
628,028,104.6
628,030,582.3
628,031,161.0
628,032,220.0
628,034,191.6
628,035,160.6
628,036,124.0
628,037,89.6
628,038,100.3
628,039,206.2
628,040,1.0
628,041,38.0
628,042,2.0
628,043,20.3
628,045,0
628,051,712.2
628,053,783.9
628,055,1.0
628,057,4.0
628,116,1092.3
629,001,1096.1999999999985
629,002,2937.8000000000047
629,003,18.0
629,004,1108.0999999999997
629,005,2184.2
629,006,495.90000000000003
629,008,1159.9999999999995
629,010,2924.1000000000004
629,011,1921.1
629,012,1076.6999999999998
629,013,1156.3999999999999
629,015,584.0
629,016,111.3
629,017,1727.7999999999997
629,018,570.0
629,019,389.90000000000003
629,021,279.0
629,023,172.0
629,024,1233.1999999999998
629,025,1221.6999999999996
629,026,1440.3
629,027,1006.4999999999998
629,028,116.6
629,030,586.3
629,031,162.0
629,032,230.0
629,034,191.6
629,035,162.6
629,036,124.0
629,037,102.6
629,038,110.3
629,039,227.5
629,040,3.0
629,041,73.0
629,042,2.0
629,043,34.6
629,045,0
629,051,713.2
629,053,783.9
629,055,1.0
629,057,5.0
629,116,1125.3
630,001,1121.7999999999986
630,002,3029.000000000006
630,003,18.0
630,004,1117.0999999999997
630,005,2185.2
630,006,495.90000000000003
630,008,1160.9999999999995
630,010,2943.7000000000003
630,011,1931.1
630,012,1076.6999999999998
630,013,1169.3999999999999
630,015,584.0
630,016,111.3
630,017,1779.7999999999997
630,018,602.0
630,019,397.90000000000003
630,021,287.0
630,023,175.0
630,024,1285.1999999999998
630,025,1272.2999999999995
630,026,1531.3
630,027,1039.4999999999998
630,028,141.6
630,030,599.3
630,031,166.0
630,032,240.0
630,034,198.6
630,035,164.6
630,036,124.0
630,037,107.6
630,038,119.3
630,039,238.5
630,040,3.0
630,041,101.0
630,042,2.0
630,043,49.599999999999994
630,045,0
630,051,730.2
630,053,785.9
630,055,1.0
630,057,5.0
630,116,1161.3
631,001,1122.7999999999986
631,002,3034.0000000000064
631,003,18.0
631,004,1119.0999999999997
631,005,2191.2
631,006,495.90000000000003
631,008,1162.9999999999995
631,010,2955.7000000000003
631,011,1932.1
631,012,1076.6999999999998
631,013,1176.3999999999999
631,015,584.0
631,016,111.3
631,017,1842.7999999999997
631,018,649.0
631,019,401.90000000000003
631,021,293.0
631,023,175.0
631,024,1324.1999999999998
631,025,1295.2999999999995
631,026,1604.3
631,027,1071.4999999999998
631,028,156.6
631,030,604.3
631,031,167.0
631,032,242.0
631,034,202.6
631,035,165.6
631,036,124.0
631,037,114.6
631,038,131.3
631,039,251.5
631,040,27.0
631,041,118.0
631,042,2.0
631,043,78.6
631,045,0
631,051,733.2
631,053,788.9
631,055,1.0
631,057,5.0
631,116,1172.3
632,001,1127.0999999999985
632,002,3053.3000000000065
632,003,18.0
632,004,1132.0999999999997
632,005,2193.2
632,006,497.90000000000003
632,008,1162.9999999999995
632,010,2964.7000000000003
632,011,1934.1
632,012,1076.6999999999998
632,013,1182.3999999999999
632,015,584.0
632,016,111.3
632,017,2066.7999999999997
632,018,699.0
632,019,404.90000000000003
632,021,347.0
632,023,175.0
632,024,1383.4999999999998
632,025,1339.2999999999995
632,026,1679.3
632,027,1108.4999999999998
632,028,176.6
632,030,606.3
632,031,168.0
632,032,247.0
632,034,204.6
632,035,168.6
632,036,124.0
632,037,128.6
632,038,134.3
632,039,260.5
632,040,32.0
632,041,134.0
632,042,3.0
632,043,108.6
632,045,15.0
632,051,763.2
632,053,788.9
632,055,1.0
632,057,5.0
632,116,1203.3
633,001,1159.4999999999982
633,002,3145.3000000000075
633,003,18.0
633,004,1136.0999999999997
633,005,2194.2
633,006,499.90000000000003
633,008,1163.9999999999995
633,010,2966.7000000000003
633,011,1938.1
633,012,1077.6999999999998
633,013,1187.3999999999999
633,015,585.0
633,016,111.3
633,017,2197.8
633,018,842.0
633,019,413.90000000000003
633,021,459.0
633,023,175.0
633,024,1438.4999999999998
633,025,1372.5999999999997
633,026,1800.3
633,027,1144.0999999999997
633,028,190.6
633,030,610.3
633,031,168.0
633,032,267.0
633,034,210.6
633,035,176.6
633,036,124.0
633,037,131.6
633,038,137.3
633,039,279.5
633,040,47.0
633,041,147.0
633,042,3.0
633,043,139.6
633,045,20.0
633,051,766.5
633,053,793.9
633,055,1.0
633,057,6.0
633,116,1219.3
634,001,1197.1999999999978
634,002,3154.900000000008
634,003,18.0
634,004,1136.0999999999997
634,005,2195.2
634,006,499.90000000000003
634,008,1164.9999999999995
634,010,2967.7000000000003
634,011,1938.1
634,012,1078.6999999999998
634,013,1190.3999999999999
634,015,586.0
634,016,111.3
634,017,2276.8
634,018,855.0
634,019,414.90000000000003
634,021,461.0
634,023,175.0
634,024,1446.4999999999998
634,025,1389.5999999999997
634,026,1906.3
634,027,1162.0999999999997
634,028,208.6
634,030,610.3
634,031,168.0
634,032,273.0
634,034,210.6
634,035,180.6
634,036,127.0
634,037,135.6
634,038,141.3
634,039,291.5
634,040,58.0
634,041,154.0
634,042,5.0
634,043,173.6
634,045,20.0
634,051,766.5
634,053,794.9
634,055,1.0
634,057,6.0
634,116,1242.3
635,001,1211.4999999999977
635,002,3227.900000000008
635,003,18.0
635,004,1146.3999999999996
635,005,2198.2
635,006,499.90000000000003
635,008,1170.2999999999995
635,010,2974.0
635,011,1938.1
635,012,1079.6999999999998
635,013,1190.3999999999999
635,015,586.0
635,016,111.3
635,017,2345.8
635,018,868.0
635,019,422.90000000000003
635,021,473.0
635,023,176.0
635,024,1481.4999999999998
635,025,1428.8999999999994
635,026,1988.3
635,027,1200.0999999999997
635,028,221.6
635,030,631.3
635,031,179.0
635,032,277.0
635,034,214.6
635,035,186.6
635,036,128.0
635,037,139.6
635,038,141.3
635,039,305.5
635,040,61.0
635,041,162.0
635,042,5.0
635,043,192.6
635,045,22.0
635,051,772.5
635,053,795.9
635,055,1.0
635,057,6.0
635,116,1263.3
636,001,1214.4999999999977
636,002,3227.900000000008
636,003,18.0
636,004,1148.3999999999996
636,005,2198.2
636,006,499.90000000000003
636,008,1171.2999999999995
636,010,2981.0
636,011,1939.1
636,012,1080.6999999999998
636,013,1195.3999999999999
636,015,586.0
636,016,111.3
636,017,2379.8
636,018,883.0
636,019,437.90000000000003
636,021,475.0
636,023,176.0
636,024,1491.4999999999998
636,025,1453.8999999999996
636,026,2043.3
636,027,1221.0999999999997
636,028,230.6
636,030,631.3
636,031,179.0
636,032,283.0
636,034,219.9
636,035,189.6
636,036,129.0
636,037,142.6
636,038,142.3
636,039,314.5
636,040,68.0
636,041,165.0
636,042,5.0
636,043,211.6
636,045,22.0
636,051,773.5
636,053,798.9
636,055,1.0
636,057,6.0
636,116,1292.3
637,001,1215.4999999999977
637,002,3229.900000000008
637,003,18.0
637,004,1151.3999999999996
637,005,2199.2
637,006,499.90000000000003
637,008,1172.2999999999995
637,010,2991.0
637,011,1942.1
637,012,1081.6999999999998
637,013,1198.3999999999999
637,015,589.0
637,016,111.3
637,017,2421.8
637,018,896.0
637,019,438.90000000000003
637,021,479.0
637,023,177.0
637,024,1507.4999999999998
637,025,1470.8999999999996
637,026,2117.3
637,027,1245.0999999999997
637,028,248.6
637,030,631.3
637,031,179.0
637,032,287.0
637,034,220.9
637,035,196.6
637,036,135.0
637,037,146.6
637,038,143.3
637,039,324.5
637,040,82.0
637,041,171.0
637,042,6.0
637,043,238.6
637,045,26.0
637,051,775.5
637,053,800.9
637,055,1.0
637,057,7.0
637,116,1305.3
638,001,1216.4999999999977
638,002,3229.900000000008
638,003,18.0
638,004,1152.3999999999996
638,005,2199.2
638,006,499.90000000000003
638,008,1172.2999999999995
638,010,2994.0
638,011,1944.1
638,012,1081.6999999999998
638,013,1198.3999999999999
638,015,590.0
638,016,111.3
638,017,2436.8
638,018,901.0
638,019,438.90000000000003
638,021,479.0
638,023,177.0
638,024,1515.4999999999998
638,025,1500.8999999999996
638,026,2210.3
638,027,1258.0999999999997
638,028,256.6
638,030,631.3
638,031,179.0
638,032,291.0
638,034,220.9
638,035,201.6
638,036,135.0
638,037,159.6
638,038,144.3
638,039,327.5
638,040,105.0
638,041,172.0
638,042,6.0
638,043,243.6
638,045,28.0
638,051,776.5
638,053,800.9
638,055,1.0
638,057,9.0
638,116,1315.3
639,001,1217.4999999999977
639,002,3291.900000000008
639,003,18.0
639,004,1153.3999999999996
639,005,2199.2
639,006,499.90000000000003
639,008,1172.2999999999995
639,010,2994.0
639,011,1946.1
639,012,1081.6999999999998
639,013,1200.3999999999999
639,015,590.0
639,016,111.3
639,017,2463.8
639,018,914.0
639,019,438.90000000000003
639,021,479.0
639,023,177.0
639,024,1527.4999999999998
639,025,1526.8999999999996
639,026,2298.3
639,027,1278.0999999999997
639,028,275.6
639,030,631.3
639,031,179.0
639,032,296.0
639,034,222.9
639,035,203.6
639,036,136.0
639,037,166.6
639,038,144.3
639,039,331.5
639,040,133.0
639,041,180.0
639,042,6.0
639,043,254.6
639,045,31.0
639,051,778.5
639,053,803.9
639,055,1.0
639,057,10.0
639,116,1330.3
640,001,1218.4999999999977
640,002,3314.2000000000075
640,003,19.0
640,004,1154.3999999999996
640,005,2201.2
640,006,499.90000000000003
640,008,1172.2999999999995
640,010,2996.0
640,011,1956.1
640,012,1081.6999999999998
640,013,1228.3999999999999
640,015,590.0
640,016,111.3
640,017,2522.8
640,018,940.0
640,019,438.90000000000003
640,021,480.0
640,023,178.0
640,024,1546.4999999999998
640,025,1571.8999999999996
640,026,2351.3
640,027,1315.0999999999997
640,028,300.6
640,030,633.3
640,031,179.0
640,032,306.0
640,034,223.9
640,035,204.6
640,036,152.0
640,037,171.6
640,038,144.3
640,039,339.5
640,040,180.0
640,041,192.0
640,042,11.0
640,043,283.6
640,045,38.0
640,051,779.5
640,053,805.9
640,055,1.0
640,057,15.0
640,116,1359.3
641,001,1219.4999999999977
641,002,3349.1000000000076
641,003,19.0
641,004,1156.3999999999996
641,005,2202.2
641,006,499.90000000000003
641,008,1172.2999999999995
641,010,2998.0
641,011,1976.1
641,012,1081.6999999999998
641,013,1247.3999999999999
641,015,599.0
641,016,111.3
641,017,2588.8
641,018,962.0
641,019,438.90000000000003
641,021,481.0
641,023,178.0
641,024,1566.4999999999998
641,025,1632.8999999999994
641,026,2410.3
641,027,1356.0999999999997
641,028,319.6
641,030,634.3
641,031,179.0
641,032,310.0
641,034,223.9
641,035,205.6
641,036,168.0
641,037,182.6
641,038,144.3
641,039,349.5
641,040,230.0
641,041,197.0
641,042,31.0
641,043,315.6
641,045,45.0
641,051,781.5
641,053,815.1999999999999
641,055,1.0
641,057,19.0
641,116,1378.3
642,001,1219.4999999999977
642,002,3393.700000000007
642,003,19.0
642,004,1157.3999999999996
642,005,2202.2
642,006,500.90000000000003
642,008,1172.2999999999995
642,010,3036.0
642,011,1977.1
642,012,1081.6999999999998
642,013,1265.3999999999999
642,015,599.0
642,016,111.3
642,017,2640.8
642,018,969.0
642,019,438.90000000000003
642,021,481.0
642,023,178.0
642,024,1584.4999999999998
642,025,1701.8999999999994
642,026,2505.3
642,027,1398.0999999999997
642,028,336.6
642,030,634.3
642,031,179.0
642,032,311.0
642,034,223.9
642,035,209.6
642,036,181.0
642,037,188.6
642,038,144.3
642,039,351.5
642,040,251.0
642,041,211.0
642,042,70.0
642,043,346.6
642,045,59.0
642,051,785.5
642,053,819.1999999999999
642,055,1.0
642,057,19.0
642,116,1394.3
643,001,1220.4999999999977
643,002,3477.3000000000065
643,003,19.0
643,004,1159.3999999999996
643,005,2202.2
643,006,500.90000000000003
643,008,1172.2999999999995
643,010,3037.0
643,011,1977.1
643,012,1081.6999999999998
643,013,1280.3999999999999
643,015,599.0
643,016,112.3
643,017,2736.8
643,018,984.0
643,019,438.90000000000003
643,021,481.0
643,023,178.0
643,024,1593.4999999999998
643,025,1754.8999999999994
643,026,2638.3
643,027,1444.0999999999997
643,028,356.6
643,030,634.3
643,031,179.0
643,032,315.0
643,034,223.9
643,035,217.6
643,036,194.0
643,037,195.6
643,038,144.3
643,039,351.5
643,040,288.0
643,041,251.0
643,042,73.0
643,043,371.6
643,045,62.0
643,051,787.5
643,053,822.1999999999999
643,055,6.0
643,057,20.0
643,116,1403.3
644,001,1227.4999999999977
644,002,3529.3000000000065
644,003,19.0
644,004,1161.3999999999996
644,005,2202.2
644,006,500.90000000000003
644,008,1174.2999999999995
644,010,3038.0
644,011,1977.1
644,012,1081.6999999999998
644,013,1287.3999999999999
644,015,599.0
644,016,112.3
644,017,2790.8
644,018,1006.0
644,019,438.90000000000003
644,021,482.0
644,023,178.0
644,024,1644.7999999999997
644,025,1800.8999999999994
644,026,2828.3
644,027,1488.0999999999997
644,028,373.6
644,030,634.3
644,031,179.0
644,032,315.0
644,034,223.9
644,035,217.6
644,036,222.0
644,037,201.6
644,038,144.3
644,039,353.5
644,040,340.0
644,041,305.0
644,042,102.3
644,043,398.6
644,045,75.0
644,051,790.5
644,053,827.1999999999999
644,055,11.0
644,057,39.0
644,116,1408.3
645,001,1228.4999999999977
645,002,3529.3000000000065
645,003,19.0
645,004,1167.3999999999996
645,005,2202.2
645,006,500.90000000000003
645,008,1175.2999999999995
645,010,3039.0
645,011,1978.1
645,012,1081.6999999999998
645,013,1293.3999999999999
645,015,599.0
645,016,114.3
645,017,2841.8000000000006
645,018,1024.0
645,019,438.90000000000003
645,021,482.0
645,023,178.0
645,024,1666.7999999999997
645,025,1827.4999999999993
645,026,2952.3
645,027,1522.0999999999997
645,028,388.6
645,030,634.3
645,031,179.0
645,032,317.0
645,034,223.9
645,035,217.6
645,036,229.0
645,037,202.6
645,038,144.3
645,039,353.5
645,040,415.0
645,041,318.0
645,042,138.3
645,043,426.6
645,045,80.0
645,051,791.5
645,053,830.1999999999999
645,055,12.0
645,057,78.0
645,116,1417.3
646,001,1228.4999999999977
646,002,3533.6000000000067
646,003,19.0
646,004,1170.6999999999996
646,005,2202.2
646,006,500.90000000000003
646,008,1175.2999999999995
646,010,3039.0
646,011,1978.1
646,012,1081.6999999999998
646,013,1303.3999999999999
646,015,599.0
646,016,117.3
646,017,2883.000000000001
646,018,1031.0
646,019,438.90000000000003
646,021,482.0
646,023,178.0
646,024,1708.7999999999997
646,025,1882.4999999999993
646,026,3065.3
646,027,1569.0999999999997
646,028,390.6
646,030,634.3
646,031,179.0
646,032,320.0
646,034,223.9
646,035,217.6
646,036,237.0
646,037,207.6
646,038,144.3
646,039,353.5
646,040,437.0
646,041,339.0
646,042,150.3
646,043,444.6
646,045,92.0
646,051,791.5
646,053,833.1999999999999
646,055,13.0
646,057,90.0
646,116,1440.3
647,001,1228.4999999999977
647,002,3560.900000000007
647,003,19.0
647,004,1175.6999999999996
647,005,2203.2
647,006,500.90000000000003
647,008,1175.2999999999995
647,010,3040.0
647,011,1978.1
647,012,1081.6999999999998
647,013,1315.3999999999999
647,015,599.0
647,016,120.3
647,017,2927.000000000001
647,018,1039.0
647,019,438.90000000000003
647,021,483.0
647,023,178.0
647,024,1734.7999999999997
647,025,1942.4999999999993
647,026,3186.3
647,027,1597.0999999999997
647,028,403.6
647,030,634.3
647,031,179.0
647,032,325.0
647,034,223.9
647,035,217.6
647,036,245.0
647,037,213.6
647,038,145.3
647,039,358.5
647,040,455.0
647,041,366.0
647,042,180.3
647,043,464.6
647,045,99.0
647,051,792.5
647,053,833.1999999999999
647,055,14.0
647,057,117.0
647,116,1447.3
648,001,1228.4999999999977
648,002,3560.900000000007
648,003,19.0
648,004,1176.6999999999996
648,005,2203.2
648,006,500.90000000000003
648,008,1175.2999999999995
648,010,3040.0
648,011,1980.1
648,012,1081.6999999999998
648,013,1335.3999999999999
648,015,599.0
648,016,120.3
648,017,2959.000000000001
648,018,1053.0
648,019,438.90000000000003
